商品编码,单证编号,单证名称
12060010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12060010,I-3-01-2,《植物检疫证书》
12060010,I-3-02,《原产地证书》
12060090,I-3-01-2,《植物检疫证书》
12060090,I-3-02,《原产地证书》
12071010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12071010,I-3-01-2,《植物检疫证书》
12071010,I-3-02,《原产地证书》
12071090,I-3-01-2,《植物检疫证书》
12071090,I-3-02,《原产地证书》
12072100,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12072100,I-1-06,《农业转基因生物标识审查认可批准文件》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的证明农业转基因生物进口标识通过审查的许可文件
12072100,I-3-01-2,《植物检疫证书》
12072100,I-1-05,《农业转基因生物安全证书（进口）》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的允许农业转基因生物进口的许可文件
12072100,I-3-02,《原产地证书》
12072900,I-1-06,《农业转基因生物标识审查认可批准文件》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的证明农业转基因生物进口标识通过审查的许可文件
12072900,I-3-01-2,《植物检疫证书》
12072900,I-1-05,《农业转基因生物安全证书（进口）》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的允许农业转基因生物进口的许可文件
12072900,I-3-02,《原产地证书》
12073010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12073010,I-3-01-2,《植物检疫证书》
12073010,I-3-02,《原产地证书》
12073090,I-3-01-2,《植物检疫证书》
12073090,I-3-02,《原产地证书》
12074010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12074010,I-3-01-2,《植物检疫证书》
12074010,I-3-02,《原产地证书》
12074090,I-3-01-2,《植物检疫证书》
12074090,I-3-02,《原产地证书》
12075010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12075010,I-3-01-2,《植物检疫证书》
12075010,I-3-02,《原产地证书》
12075090,I-3-01-2,《植物检疫证书》
12075090,I-3-02,《原产地证书》
12076010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12076010,I-3-01-2,《植物检疫证书》
12076010,I-3-02,《原产地证书》
12076090,I-3-01-2,《植物检疫证书》
12076090,I-3-02,《原产地证书》
12077010,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12077010,I-3-01-4,《品质检验证书》（含《数/重量检验证书》）
12077010,I-3-01-2,《植物检疫证书》
12077010,I-3-02,《原产地证书》
12077091,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12077091,I-3-01-2,《植物检疫证书》
12077091,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12077091,I-3-02,《原产地证书》
12077092,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12077092,I-3-01-2,《植物检疫证书》
12077092,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12077092,I-3-02,《原产地证书》
12077099,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12077099,I-3-01-2,《植物检疫证书》
12077099,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12077099,I-3-02,《原产地证书》
12079100,I-3-01-2,《植物检疫证书》
12079100,I-3-02,《原产地证书》
12079910,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12079910,I-3-01-2,《植物检疫证书》
12079910,I-3-02,《原产地证书》
12079991,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12079991,I-3-01-2,《植物检疫证书》
12079991,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12079991,I-3-02,《原产地证书》
12079999,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12079999,I-3-01-2,《植物检疫证书》
12079999,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12079999,I-3-02,《原产地证书》
12081000,I-1-06,《农业转基因生物标识审查认可批准文件》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的证明农业转基因生物进口标识通过审查的许可文件
12081000,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12081000,I-3-01-2,《植物检疫证书》
12081000,I-1-05,《农业转基因生物安全证书（进口）》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的允许农业转基因生物进口的许可文件
12081000,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12081000,I-3-02,《原产地证书》
12089000,I-1-06,《农业转基因生物标识审查认可批准文件》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的证明农业转基因生物进口标识通过审查的许可文件
12089000,I-4-01,《进口食品境外生产企业注册编号/进口食品出口商（代理商）备案证明编号》，国家质检总局签对境外食品生产厂商、出口商或代理商颁发的注册、备案证明编号
12089000,I-3-01-2,《植物检疫证书》
12089000,I-1-05,《农业转基因生物安全证书（进口）》（仅适用于转基因产品进口报检），农业部向境外贸易商颁发的允许农业转基因生物进口的许可文件
12089000,I-2-07,《进出口食品（化妆品）标签审核证书》或预包装食品（化妆品）标签样张和翻译件（仅适用于预包装食品、化妆品进口报检），检验检疫机构签发的对预包装食品（化妆品）标签审核合格并予以备案的证明文件
12089000,I-3-02,《原产地证书》
12091000,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12091000,I-3-01-2,《植物检疫证书》
12091000,I-3-02,《原产地证书》
12092100,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092100,I-3-01-2,《植物检疫证书》
12092100,I-3-02,《原产地证书》
12092200,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092200,I-3-01-2,《植物检疫证书》
12092200,I-3-02,《原产地证书》
12092300,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092300,I-3-01-2,《植物检疫证书》
12092300,I-3-02,《原产地证书》
12092400,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092400,I-3-01-2,《植物检疫证书》
12092400,I-3-02,《原产地证书》
12092500,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092500,I-3-01-2,《植物检疫证书》
12092500,I-3-02,《原产地证书》
12092910,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092910,I-3-01-2,《植物检疫证书》
12092910,I-3-02,《原产地证书》
12092990,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
12092990,I-3-01-2,《植物检疫证书》
12092990,I-3-02,《原产地证书》
12093000,I-1-03,《引进种子、苗木检疫审批单》（限种用提供），省级植保植检部门或国家农业部签发的允许农用种子、苗木进境的许可文件
